CREATED_AT_DATE,CREATED_AT_HOUR,CONTACT_DATA_FULL_NAME,INCREMENTAL_LEAD_CODE,CONTACT_DATA_INCREMENTAL_CONTACT_CODE,CONTACT_DATA_MOBILE_PHONE,CONTACT_DATA_PHONE,CONTACT_DATA_EMAIL,LEAD_STATUS_DATA_NAME,TIPO_MATRICULA,CONTACT_DATA_ADNETWORK_NAME,CAMPAIGN_DATA_NAME,ENROLLMENT_DATA_FIRST_PAY,ENROLLMENT_DATA_DATE_FIRST_PAY_DATE,ENROLLMENT_DATA_DATE_FIRST_PAY_HOUR,ENROLLMENT_DATA_DATE_ENROLLED_DATE,ENROLLMENT_DATA_DATE_ENROLLED_HOUR,ENROLLMENT_DATA_AMOUNT_PAYED,ENROLLMENT_DATA_AMOUNT_CONTRACT,DURATION_START_DATE,CONTACT_DATA_DOCUMENT_ID,SALES_ADVISOR_FULL_NAME,PROGRAMA_CRM,USERNAME,INCREMENTAL_USER_CODE,INTERNAL_USER_ID,Ultima_Fecha_Ingreso_DATE,Ultima_Fecha_Ingreso_HOUR,Cantidad_Asistencias,Tiene_Ingreso,ADDRESS,NEIGHBORHOOD,GENDER,LOCALITY,DOCUMENT_TYPE,SOCIOECONOMIC_LEVEL,BIRTHDAY,EDAD_EXACTA,ALERTA_SIN_USUARIO_SIS,_POBLACION,DOCTYPE,NOMBRE_SIS,DOCUMENTO_SIS,PROGRAMA_SIS,CARRIL,GRUPO,FECHA_INICIO_GRUPO,FECHA_FIN_GRUPO,NOTA,ESTADO_PUBLICACION,ESTADO_APROBACION,PROGRESO,GROUP_ID,PROGRAM_ID,ESTADO_ACADEMICO
2026-06-26,14:24:00,Estudiante Demo 0003,500007,510007,3981151607,,demo2@correo-demo.com,Matriculado,MATRICULADO,tiktok,TikTok Ads,True,2026-06-26,09:00:00,2026-06-26,09:00:00,2650000,2650000,2026-07-10,31374822,Valentina Gómez,Técnico laboral en servicios turísticos y hoteleros,user2,SIS100002,8f8ebe6d07634b57847b1781,2026-09-16,15:30:00,6,SI,Calle 26 # 76-27,Barrio 29,F,Soacha,cc,3,2001-09-23,25,NO,extranjero,PPT Permiso por protección temporal,Estudiante Demo 0003,31374822,Técnico laboral en servicios turísticos y hoteleros,VIRTUAL,Grupo-134-M5,10/07/2026,09/08/2026,4.2,True,True,completado,24cb6e3e88ac48099b23e459,23ebdd2c150a4633a256d9b4,En proceso
2026-04-25,12:54:00,Estudiante Demo 0004,500009,510009,3462775214,,demo3@correo-demo.com,Matriculado,MATRICULADO,google,Facebook Ads Sept,True,2026-04-25,09:00:00,2026-04-25,09:00:00,2400000,2400000,2026-05-09,147132629,Sebastián Ruiz,T.L. en Contabilidad y Finanzas,user3,SIS100003,da247d7422f44ff986928c84,2026-09-02,15:30:00,4,NO,Calle 124 # 6-66,Barrio 32,F,Mosquera,cc,4,2006-09-23,20,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0004,147132629,Técnico Laboral. en Contabilidad y Finanzas,SEMIPRESENCIAL,Grupo-783-M1,04/05/2026,03/06/2026,0.0,False,False,no_iniciado,95e945cba96146679c238d8f,01ac7c6c32764d09a0900807,Graduado
2026-04-25,12:54:00,Estudiante Demo 0004,500009,510009,3462775214,,demo3@correo-demo.com,Matriculado,MATRICULADO,google,Facebook Ads Sept,True,2026-04-25,09:00:00,2026-04-25,09:00:00,2400000,2400000,2026-05-09,147132629,Sebastián Ruiz,T.L. en Contabilidad y Finanzas,user3,SIS100003,da247d7422f44ff986928c84,2026-09-02,15:30:00,4,NO,Calle 124 # 6-66,Barrio 32,F,Mosquera,cc,4,2006-09-23,20,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0004,147132629,Técnico Laboral. en Contabilidad y Finanzas,VIRTUAL,Grupo-450-M2,04/05/2026,03/06/2026,3.5,True,False,completado,b06769490e7a418daa6134d6,3e5015b441d04cadb1679149,Graduado
2026-04-25,12:54:00,Estudiante Demo 0004,500009,510009,3462775214,,demo3@correo-demo.com,Matriculado,MATRICULADO,google,Facebook Ads Sept,True,2026-04-25,09:00:00,2026-04-25,09:00:00,2400000,2400000,2026-05-09,147132629,Sebastián Ruiz,T.L. en Contabilidad y Finanzas,user3,SIS100003,da247d7422f44ff986928c84,2026-09-02,15:30:00,4,NO,Calle 124 # 6-66,Barrio 32,F,Mosquera,cc,4,2006-09-23,20,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0004,147132629,Técnico Laboral. en Contabilidad y Finanzas,VIRTUAL,Grupo-315-M3,04/05/2026,03/06/2026,4.2,True,True,en_progreso,2d7ed60dbf3f4efbbefa3b09,9cc8e1ae39ca4e66971e2957,Graduado
2026-04-25,12:54:00,Estudiante Demo 0004,500009,510009,3462775214,,demo3@correo-demo.com,Matriculado,MATRICULADO,google,Facebook Ads Sept,True,2026-04-25,09:00:00,2026-04-25,09:00:00,2400000,2400000,2026-05-09,147132629,Sebastián Ruiz,T.L. en Contabilidad y Finanzas,user3,SIS100003,da247d7422f44ff986928c84,2026-09-02,15:30:00,4,NO,Calle 124 # 6-66,Barrio 32,F,Mosquera,cc,4,2006-09-23,20,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0004,147132629,Técnico Laboral. en Contabilidad y Finanzas,SEMIPRESENCIAL,Grupo-760-M4,04/05/2026,03/06/2026,0.0,False,False,completado,ed44fc413bd645c9a941c4e5,f7c9bc722d0b4d1f9cb3cbd2,Graduado
2026-04-15,08:05:00,Estudiante Demo 0005,500011,510011,3655023539,,demo4@correo-demo.com,Prematriculado,PREMATRICULADO,tiktok,TikTok Ads,True,2026-04-15,09:00:00,,,431026,2400000,2026-04-29,355597362,Camila Rojas,Técnico Laboral en Auxiliar de Mercadeo y Ventas,No Registrado,,,,,0,NO,Calle 49 # 9-49,Barrio 30,F,Bogotá,cc,3,1982-09-23,44,NO,,,,,,,,,,,,,,,,
2025-12-26,11:29:00,Estudiante Demo 0006,500012,510012,3774859988,,demo5@correo-demo.com,Prematriculado,PREMATRICULADO,organico,TikTok Ads,True,2025-12-26,09:00:00,,,299270,2400000,2026-01-09,693326023,Andrés Torres,Técnico laboral en procesamiento de datos,No Registrado,,,,,0,NO,Calle 29 # 35-18,Barrio 6,M,Funza,cc,5,1985-09-23,41,NO,,,,,,,,,,,,,,,,
2026-07-23,19:48:00,Estudiante Demo 0007,500013,510013,3290949869,,demo6@correo-demo.com,Prematriculado,PREMATRICULADO,organico,Facebook Ads Sept,True,2026-07-23,09:00:00,,,402041,2100000,2026-08-06,831582482,Sebastián Ruiz,Técnico Laboral en Auxiliar de Mercadeo y Ventas,No Registrado,,,,,0,NO,Calle 106 # 58-72,Barrio 20,F,Chía,ppt,3,1994-09-23,32,NO,,,,,,,,,,,,,,,,
2026-08-23,19:49:00,Estudiante Demo 0008,500016,510016,3224012230,,demo7@correo-demo.com,Prematriculado,PREMATRICULADO,,Google Search Oct,True,2026-08-23,09:00:00,,,392935,2400000,2026-09-06,634193982,Julián Herrera,T.L en Auxiliar de Mercadeo y Ventas,No Registrado,,,,,0,NO,Calle 114 # 55-17,Barrio 17,M,Soacha,cc,3,2002-09-23,24,NO,,,,,,,,,,,,,,,,
2026-06-11,19:42:00,Estudiante Demo 0009,500017,510017,3587362320,,demo8@correo-demo.com,Matriculado,MATRICULADO,,Google Search Oct,True,2026-06-11,09:00:00,2026-06-11,09:00:00,1800000,1800000,2026-06-25,604297162,Sebastián Ruiz,Técnico laboral en procesamiento de datos,user8,SIS100008,46cdc5b3f2f245c0982acb27,2026-09-20,15:30:00,5,SI,Calle 43 # 27-23,Barrio 4,M,Mosquera,ppt,1,2008-09-23,18,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0009,604297162,Técnico laboral en procesamiento de datos,SEMIPRESENCIAL,Grupo-780-M1,20/06/2026,20/07/2026,3.7,True,True,en_progreso,b9c1770663d149be9e095750,533bae5a729c47dc84f92819,Inactivo
2026-06-11,19:42:00,Estudiante Demo 0009,500017,510017,3587362320,,demo8@correo-demo.com,Matriculado,MATRICULADO,,Google Search Oct,True,2026-06-11,09:00:00,2026-06-11,09:00:00,1800000,1800000,2026-06-25,604297162,Sebastián Ruiz,Técnico laboral en procesamiento de datos,user8,SIS100008,46cdc5b3f2f245c0982acb27,2026-09-20,15:30:00,5,SI,Calle 43 # 27-23,Barrio 4,M,Mosquera,ppt,1,2008-09-23,18,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0009,604297162,Técnico laboral en procesamiento de datos,VIRTUAL,Grupo-723-M2,20/06/2026,20/07/2026,3.8,True,True,en_progreso,ac04e694e11c486d8002b8e6,79b8e6cb8faf4c74874690ed,Inactivo
2026-06-11,19:42:00,Estudiante Demo 0009,500017,510017,3587362320,,demo8@correo-demo.com,Matriculado,MATRICULADO,,Google Search Oct,True,2026-06-11,09:00:00,2026-06-11,09:00:00,1800000,1800000,2026-06-25,604297162,Sebastián Ruiz,Técnico laboral en procesamiento de datos,user8,SIS100008,46cdc5b3f2f245c0982acb27,2026-09-20,15:30:00,5,SI,Calle 43 # 27-23,Barrio 4,M,Mosquera,ppt,1,2008-09-23,18,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0009,604297162,Técnico laboral en procesamiento de datos,PRESENCIAL,Grupo-152-M3,20/06/2026,20/07/2026,3.9,True,True,no_iniciado,bd55c5d02268464cac930649,9997b5a8470d47c9a2998372,Inactivo
2026-06-11,19:42:00,Estudiante Demo 0009,500017,510017,3587362320,,demo8@correo-demo.com,Matriculado,MATRICULADO,,Google Search Oct,True,2026-06-11,09:00:00,2026-06-11,09:00:00,1800000,1800000,2026-06-25,604297162,Sebastián Ruiz,Técnico laboral en procesamiento de datos,user8,SIS100008,46cdc5b3f2f245c0982acb27,2026-09-20,15:30:00,5,SI,Calle 43 # 27-23,Barrio 4,M,Mosquera,ppt,1,2008-09-23,18,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0009,604297162,Técnico laboral en procesamiento de datos,SEMIPRESENCIAL,Grupo-935-M4,20/06/2026,20/07/2026,4.9,True,False,en_progreso,e0b3f454d7894e8c923067eb,6304b1298d07414b8434d1e4,Inactivo
2026-08-24,20:05:00,Estudiante Demo 0010,500020,510020,3748590884,,demo9@correo-demo.com,Matriculado,MATRICULADO,,Referidos,True,2026-08-24,09:00:00,2026-08-24,09:00:00,1800000,1800000,2026-09-07,818587863,Andrés Torres,T.L. en Contabilidad y Finanzas,user9,SIS100009,21246d8bcdd34c068fbbf73b,2026-09-18,15:30:00,7,SI,Calle 49 # 29-62,Barrio 29,M,Cota,cc,1,1993-09-23,33,NO,,,,,,,,,,,,,,,,
2025-12-16,08:46:00,Estudiante Demo 0011,500022,510022,3269001279,,demo10@correo-demo.com,Matriculado,MATRICULADO,google,Facebook Ads Sept,True,2025-12-16,09:00:00,2025-12-16,09:00:00,2400000,2400000,2025-12-30,1151375981,Andrés Torres,T.L. en Auxiliar Administrativo,user10,SIS100010,a6a38b9375c54cceb2a0a62d,2026-09-08,15:30:00,2,SI,Calle 90 # 81-47,Barrio 36,F,Chía,cc,5,1994-09-23,32,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0011,1151375981,Técnico Laboral. en Auxiliar Administrativo,VIRTUAL,Grupo-126-M1,26/12/2025,25/01/2026,4.6,True,True,completado,a600fa9f47604f7b8494b2b3,23fd9595eec649e7ae089871,Activo
2025-12-16,08:46:00,Estudiante Demo 0011,500022,510022,3269001279,,demo10@correo-demo.com,Matriculado,MATRICULADO,google,Facebook Ads Sept,True,2025-12-16,09:00:00,2025-12-16,09:00:00,2400000,2400000,2025-12-30,1151375981,Andrés Torres,T.L. en Auxiliar Administrativo,user10,SIS100010,a6a38b9375c54cceb2a0a62d,2026-09-08,15:30:00,2,SI,Calle 90 # 81-47,Barrio 36,F,Chía,cc,5,1994-09-23,32,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0011,1151375981,Técnico Laboral. en Auxiliar Administrativo,SEMIPRESENCIAL,Grupo-692-M2,26/12/2025,25/01/2026,3.9,True,True,completado,6df62b71fb5a4797a23d4133,1ae98678f7b24b539d87fc8b,Activo
2025-12-16,08:46:00,Estudiante Demo 0011,500022,510022,3269001279,,demo10@correo-demo.com,Matriculado,MATRICULADO,google,Facebook Ads Sept,True,2025-12-16,09:00:00,2025-12-16,09:00:00,2400000,2400000,2025-12-30,1151375981,Andrés Torres,T.L. en Auxiliar Administrativo,user10,SIS100010,a6a38b9375c54cceb2a0a62d,2026-09-08,15:30:00,2,SI,Calle 90 # 81-47,Barrio 36,F,Chía,cc,5,1994-09-23,32,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0011,1151375981,Técnico Laboral. en Auxiliar Administrativo,PRESENCIAL,Grupo-878-M3,26/12/2025,25/01/2026,4.2,True,True,en_progreso,c80b1a46be884ed4b5afe0bc,b9443229911c46f3b352db4b,Activo
2025-12-16,08:46:00,Estudiante Demo 0011,500022,510022,3269001279,,demo10@correo-demo.com,Matriculado,MATRICULADO,google,Facebook Ads Sept,True,2025-12-16,09:00:00,2025-12-16,09:00:00,2400000,2400000,2025-12-30,1151375981,Andrés Torres,T.L. en Auxiliar Administrativo,user10,SIS100010,a6a38b9375c54cceb2a0a62d,2026-09-08,15:30:00,2,SI,Calle 90 # 81-47,Barrio 36,F,Chía,cc,5,1994-09-23,32,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0011,1151375981,Técnico Laboral. en Auxiliar Administrativo,SEMIPRESENCIAL,Grupo-638-M4,26/12/2025,25/01/2026,3.0,True,False,completado,041de79cbb58418e97e92186,4b6b739c33a44a6f9823fc6e,Activo
2025-12-16,08:46:00,Estudiante Demo 0011,500022,510022,3269001279,,demo10@correo-demo.com,Matriculado,MATRICULADO,google,Facebook Ads Sept,True,2025-12-16,09:00:00,2025-12-16,09:00:00,2400000,2400000,2025-12-30,1151375981,Andrés Torres,T.L. en Auxiliar Administrativo,user10,SIS100010,a6a38b9375c54cceb2a0a62d,2026-09-08,15:30:00,2,SI,Calle 90 # 81-47,Barrio 36,F,Chía,cc,5,1994-09-23,32,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0011,1151375981,Técnico Laboral. en Auxiliar Administrativo,VIRTUAL,Grupo-403-M5,26/12/2025,25/01/2026,3.3,True,True,completado,6c32945e015e4a6b9d0e84d9,54521bd4f0214ef88746cde4,Activo
2026-06-20,19:23:00,Estudiante Demo 0012,500024,510024,3641709750,,demo11@correo-demo.com,Prematriculado,PREMATRICULADO,facebook,TikTok Ads,True,2026-06-20,09:00:00,,,121294,2400000,2026-07-04,680913062,Camila Rojas,T.L. en Auxiliar Administrativo,No Registrado,,,,,0,NO,Calle 8 # 69-50,Barrio 15,F,Cota,cc,4,2001-09-23,25,NO,,,,,,,,,,,,,,,,
2026-09-16,19:24:00,Estudiante Demo 0013,500027,510027,3871913096,,demo12@correo-demo.com,Matriculado,MATRICULADO,tiktok,Google Search Oct,True,2026-09-16,09:00:00,2026-09-16,09:00:00,1800000,1800000,2026-09-30,1149369877,Sebastián Ruiz,Técnico laboral en procesamiento de datos,user12,SIS100012,5a883c534e894a75b237332e,2026-09-03,15:30:00,3,SI,Calle 10 # 40-60,Barrio 21,M,Bogotá,cc,4,1989-09-23,37,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0013,1149369877,Técnico laboral en procesamiento de datos,PRESENCIAL,Grupo-464-M1,29/09/2026,29/10/2026,0.0,False,False,en_progreso,33bd3e4016934558a8f7c713,6c5bf61931344aa483cad859,Activo
2026-04-01,20:58:00,Estudiante Demo 0014,500028,510028,3683628872,,demo13@correo-demo.com,Prematriculado,PREMATRICULADO,facebook,TikTok Ads,True,2026-04-01,09:00:00,,,99537,1800000,2026-04-15,360523632,Andrés Torres,T.L en Auxiliar de Mercadeo y Ventas,No Registrado,,,,,0,NO,Calle 32 # 59-28,Barrio 14,M,Cota,cc,1,2006-09-23,20,NO,,,,,,,,,,,,,,,,
2026-09-11,10:02:00,Estudiante Demo 0015,500029,510029,3736146764,,demo14@correo-demo.com,Matriculado,MATRICULADO,organico,Google Search Oct,True,2026-09-11,09:00:00,2026-09-11,09:00:00,1800000,1800000,2026-09-25,1131447896,Valentina Gómez,T.L en Procesamiento y Digitación de Datos,user14,SIS100014,7abc4ac351e04ca3a06bead3,2026-09-17,15:30:00,8,SI,Calle 134 # 4-70,Barrio 36,F,Chía,cc,5,1995-09-23,31,NO,,,,,,,,,,,,,,,,
2026-07-01,15:48:00,Estudiante Demo 0016,500030,510030,3626261621,,demo15@correo-demo.com,Matriculado,MATRICULADO,google,Facebook Ads Sept,True,2026-07-01,09:00:00,2026-07-01,09:00:00,2100000,2100000,2026-07-15,837696323,Valentina Gómez,T.L en Auxiliar de Mercadeo y Ventas,user15,SIS100015,c1bc18327d1a4fa99967d734,2026-08-28,15:30:00,8,SI,Calle 67 # 14-65,Barrio 25,F,Chía,cc,4,1996-09-23,30,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0016,837696323,Técnico Laboral en Auxiliar de Mercadeo y Ventas,PRESENCIAL,Grupo-646-M1,17/07/2026,16/08/2026,3.6,True,True,en_progreso,2a470157b1964d0488f37c46,6a186425028c46b89e576e4f,En proceso
2026-07-01,15:48:00,Estudiante Demo 0016,500030,510030,3626261621,,demo15@correo-demo.com,Matriculado,MATRICULADO,google,Facebook Ads Sept,True,2026-07-01,09:00:00,2026-07-01,09:00:00,2100000,2100000,2026-07-15,837696323,Valentina Gómez,T.L en Auxiliar de Mercadeo y Ventas,user15,SIS100015,c1bc18327d1a4fa99967d734,2026-08-28,15:30:00,8,SI,Calle 67 # 14-65,Barrio 25,F,Chía,cc,4,1996-09-23,30,NO,nacional,Cédula de Ciudadanía,Estudiante Demo 0016,837696323,Técnico Laboral en Auxiliar de Mercadeo y Ventas,SEMIPRESENCIAL,Grupo-900-M2,17/07/2026,16/08/2026,4.0,True,True,completado,c1f5a747e7364c9fa7bfcf43,1c89ee6fc9a34fa9a1abfaef,En proceso
2026-01-01,07:40:00,Estudiante Demo 0017,500031,510031,3275730706,,demo16@correo-demo.com,Matriculado,MATRICULADO,google,WhatsApp Directo,True,2026-01-01,09:00:00,2026-01-01,09:00:00,2650000,2650000,2026-01-15,559212787,Andrés Torres,Técnico laboral en servicios turísticos y hoteleros,user16,SIS100016,96b1cacfa2b9434596581f1d,2026-09-09,15:30:00,9,SI,Calle 119 # 81-74,Barrio 11,F,Soacha,cc,5,1985-09-23,41,NO,,,,,,,,,,,,,,,,
